gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,uuid,admission,staff_teacher,enquiry_course,enquiry_type,enquiry_month,qualification,college,name,Jan fee,Feb fee,Mar fee,Apr fee,May fee,Jun fee,jan_late,feb_late,mar_late,apr_late,may_late,jun_late,Average Fee Delay,Jul predicted date,10th_grade,12th_grade,graduation,first_eval_aptitude,first_eval_programming,first_eval_comm,first_eval,second_eval_aptitude,second_eval_programming,second_eval_comm,second_eval,third_eval_aptitude,third_eval_programming,third_eval_comm,third_eval,fourth_eval_aptitude,fourth_eval_programming,fourth_eval_comm,fourth_eval,total_eval_aptitude,total_eval_programming,total_eval_comm,total_eval,dropped
M,KW,KuwaIT,lowerlevel,G-04,A,IT,S,Father,65,86,62,40,No,Good,Above-7,M,d707db1a-e836-4f18-99e0-6828c49a1882,Admission,Vaishali Thakur,Mean Stack,Phone,Apr-2020,B.Tech-CSE,Chandigarh College of Engineering and Technology,Amar,09-01-2020,15-02-2020,20-03-2020,14-04-2020,09-05-2020,19-06-2020,-1,5,10,4,-1,9,4 days 00:00:00.000000000,14-07-2020,76.29,75.62,6.8,5.0,3.5,5.0,13.5,4.0,4.5,4.0,12.5,4.5,4.5,5.5,14.5,4.5,5.0,5.5,15.0,4.5,4.375,5.0,13.875,No
F,Jordan,Jordan,lowerlevel,G-02,A,French,S,Mum,25,80,29,23,No,Good,Under-7,M,d73ae6c5-0ebc-4b8d-9c07-9d9b4d21f759,Admission,Prasenjit,Mean Stack,Email,Jun-2020,Diploma in ECE,Government College for Girls,Dayanand,07-01-2020,09-02-2020,25-03-2020,13-04-2020,19-05-2020,22-06-2020,-3,-1,15,3,9,12,6 days 00:00:00.000000000,16-07-2020,94.7,88.45,6.8,5.0,5.0,5.5,15.5,5.0,5.0,4.0,14.0,5.0,4.0,4.0,13.0,4.5,5.0,5.0,14.5,4.875,4.75,4.625,14.25,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Mum,75,71,72,53,Yes,Good,Under-7,H,d843d40e-a317-4b09-a39d-85cf693ea9dd,Admission,Jaswinder,Digital,Social Media,Jun-2020,B.Tech-CSE,IIT Ropar,Chandra,16-01-2020,15-02-2020,17-03-2020,23-04-2020,10-05-2020,21-06-2020,6,5,7,13,0,11,7 days 00:00:00.000000000,17-07-2020,71.93,83.09,9.2,5.5,3.5,4.5,13.5,4.0,4.0,4.0,12.0,5.5,5.0,4.5,15.0,5.0,5.5,5.0,15.5,5.0,4.5,4.5,14.0,No
F,Palestine,Jordan,lowerlevel,G-02,B,French,S,Father,79,89,11,14,No,Good,Under-7,M,d8843432-6411-4429-b1a2-00657e12284f,Enquiry,,Python,Walk-in,Mar-2020,M.Tech-IT,Goswami Ganesh Dutta Sanatan Dharma College,Aditi,25-01-2020,18-02-2020,22-03-2020,23-04-2020,17-05-2020,12-06-2020,15,8,12,13,7,2,10 days 00:00:00.000000000,20-07-2020,80.95,75.07,9.5,5.5,4.5,4.0,14.0,5.0,4.5,4.0,13.5,5.0,5.5,5.5,16.0,5.0,4.5,5.5,15.0,5.125,4.75,4.75,14.625,No
M,KW,KuwaIT,lowerlevel,G-04,A,IT,F,Father,5,1,0,11,No,Bad,Above-7,L,d88894a4-0c03-4342-9d7d-68c7dfd0104f,Admission,Bhawna Singh,Mean Stack,Social Media,Feb-2020,Diploma in CSE,Indo Global Colleges,Karishma,14-01-2020,16-02-2020,13-03-2020,21-04-2020,18-05-2020,06-06-2020,4,6,3,11,8,-4,5 days 00:00:00.000000000,15-07-2020,72.48,67.9,8.9,5.5,4.0,4.5,14.0,4.0,4.0,5.0,13.0,5.5,5.5,4.5,15.5,5.5,5.5,4.5,15.5,5.125,4.75,4.625,14.5,No
M,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Mum,65,59,74,83,Yes,Good,Under-7,H,d8f43a6d-1c1e-4242-a654-83c0d3c2dafa,Enquiry,,AIML,Phone,Feb-2020,M.Tech-CSE,"Chandigarh University, Gharuan",Kalinda,13-01-2020,11-02-2020,23-03-2020,10-04-2020,09-05-2020,18-06-2020,3,1,13,0,-1,8,4 days 00:00:00.000000000,14-07-2020,70.6,69.76,6.5,5.0,5.0,5.5,15.5,5.5,5.0,4.0,14.5,4.0,4.5,4.0,12.5,5.0,5.0,5.0,15.0,4.875,4.875,4.625,14.375,No
M,KW,KuwaIT,MiddleSchool,G-07,A,Math,F,Father,55,13,35,90,No,Bad,Above-7,M,db5a9e65-99cf-4293-8867-faf570b53574,Admission,Prasenjit,Digital,Web Enquiry,Mar-2020,BCA,Guru Gobind Singh College for Women,Jaswinder,21-01-2020,18-02-2020,12-03-2020,19-04-2020,10-05-2020,13-06-2020,11,8,2,9,0,3,6 days 00:00:00.000000000,16-07-2020,67.09,76.47,7.7,3.5,4.0,3.5,11.0,4.5,4.5,4.0,13.0,5.0,4.5,5.5,15.0,5.5,5.0,5.0,15.5,4.625,4.5,4.5,13.625,No
M,Jordan,Jordan,MiddleSchool,G-08,A,History,S,Mum,70,76,65,70,Yes,Good,Above-7,M,dbb9785f-64ea-48e0-a7d3-e9120618e526,Admission,Vandana,Java,Web Enquiry,Jan-2020,M.Tech-IT,Government College for Girls,Kapil,17-01-2020,10-02-2020,22-03-2020,27-04-2020,21-05-2020,21-06-2020,7,0,12,17,11,11,10 days 00:00:00.000000000,20-07-2020,75.32,68.81,8.2,4.5,4.5,5.5,14.5,4.5,4.5,4.5,13.5,5.0,5.5,4.5,15.0,5.0,5.5,4.5,15.0,4.75,5.0,4.75,14.5,No
M,Jordan,Jordan,lowerlevel,G-02,A,French,F,Father,40,7,50,41,No,Good,Above-7,L,dc13c56b-e611-45d9-9f51-841b7ffac2ed,Admission,Sandeep,PHP,Phone,Apr-2020,B.Tech-CSE,IIT Ropar,Shraddhâ,10-01-2020,14-02-2020,12-03-2020,23-04-2020,19-05-2020,08-06-2020,0,4,2,13,9,-2,4 days 00:00:00.000000000,14-07-2020,88.04,79.83,5.1,4.5,5.5,3.5,13.5,4.5,4.5,4.0,13.0,5.0,5.0,4.0,14.0,5.5,4.5,4.5,14.5,4.875,4.875,4.0,13.75,No
F,Iraq,Iraq,lowerlevel,G-02,B,Arabic,F,Mum,89,92,40,28,Yes,Good,Under-7,H,dd14fdd9-79ff-4ead-b24e-edcc60e4e7a8,Admission,Jaswinder,Java,College,Apr-2020,Diploma in CSE,"Chandigarh University, Jhanjeri",Laxman,10-01-2020,18-02-2020,10-03-2020,24-04-2020,14-05-2020,12-06-2020,0,8,0,14,4,2,5 days 00:00:00.000000000,15-07-2020,93.91,88.9,8.2,5.5,5.5,5.0,16.0,5.0,5.0,4.5,14.5,5.5,5.5,5.0,16.0,5.0,4.5,4.5,14.0,5.25,5.125,4.75,15.125,No
M,KW,KuwaIT,lowerlevel,G-02,B,French,S,Mum,60,52,23,33,No,Good,Under-7,M,dd4ef1c1-fb1f-4d8e-981d-b0129ce1e008,Enquiry,,Java,College,Feb-2020,Diploma in IT,Goswami Ganesh Dutta Sanatan Dharma College,Madhavi,13-01-2020,20-02-2020,18-03-2020,14-04-2020,09-05-2020,14-06-2020,3,10,8,4,-1,4,5 days 00:00:00.000000000,15-07-2020,76.17,69.21,6.0,5.0,3.5,5.5,14.0,4.5,4.5,5.5,14.5,4.5,5.0,5.0,14.5,4.5,5.5,5.0,15.0,4.625,4.625,5.25,14.5,No
F,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Mum,90,88,54,12,Yes,Good,Above-7,M,dd830307-6b51-4ea1-bc18-c3060bad9dab,Enquiry,,Digital,College,Apr-2020,BCA,Goswami Ganesh Dutta Sanatan Dharma College,Madhukar,05-01-2020,08-02-2020,15-03-2020,18-04-2020,14-05-2020,11-06-2020,-5,-2,5,8,4,1,2 days 00:00:00.000000000,12-07-2020,76.23,71.61,9.1,3.5,3.5,4.5,11.5,4.5,5.0,4.5,14.0,4.0,5.5,4.0,13.5,4.5,5.0,5.5,15.0,4.125,4.75,4.625,13.5,No
M,Iraq,Iraq,MiddleSchool,G-08,A,Geology,S,Father,71,81,83,72,Yes,Good,Above-7,M,ddb2d12d-9ae2-4501-9e21-68523d6ec9a9,Admission,Vandana,Android,Email,Jan-2020,MCA,National Institute of Technical Teachers Training & Research,Anantha,21-01-2020,20-02-2020,21-03-2020,21-04-2020,15-05-2020,22-06-2020,11,10,11,11,5,12,10 days 00:00:00.000000000,20-07-2020,69.45,87.9,8.4,4.5,4.5,4.5,13.5,4.5,4.5,4.5,13.5,5.5,5.0,5.5,16.0,5.5,5.5,4.5,15.5,5.0,4.875,4.75,14.625,No
M,lebanon,lebanon,MiddleSchool,G-08,C,Spanish,S,Father,80,51,40,24,No,Good,Under-7,M,de7af07b-1de7-4e77-8524-6c9497e4e310,Admission,Bhawna Singh,Java,Email,Feb-2020,M.Tech-IT,Post Graduate Government College,Devi,18-01-2020,09-02-2020,19-03-2020,11-04-2020,19-05-2020,14-06-2020,8,-1,9,1,9,4,5 days 00:00:00.000000000,15-07-2020,69.15,77.07,7.7,5.0,3.5,5.5,14.0,5.0,5.5,5.5,16.0,5.5,4.0,4.0,13.5,4.5,4.5,5.5,14.5,5.0,4.375,5.125,14.5,No
F,KW,KuwaIT,lowerlevel,G-04,A,Science,S,Father,69,76,82,94,No,Bad,Under-7,M,de88a8b3-a0b4-4af7-b766-886c6eb57e69,Enquiry,,Python,Web Enquiry,Mar-2020,Diploma in ECE,Chandigarh College of Engineering and Technology,Malini,24-01-2020,08-02-2020,21-03-2020,21-04-2020,10-05-2020,22-06-2020,14,-2,11,11,0,12,8 days 00:00:00.000000000,18-07-2020,92.88,71.31,6.4,4.0,5.0,4.0,13.0,5.5,5.0,5.0,15.5,5.0,4.0,5.0,14.0,4.5,5.0,5.5,15.0,4.75,4.75,4.875,14.375,No
M,Iraq,Iraq,MiddleSchool,G-06,A,English,F,Mum,74,71,56,37,No,Good,Under-7,H,df1606a8-3e1e-4488-bd74-d4415b34a12b,Admission,Vandana,PHP,Phone,Jun-2020,M.Tech-IT,Indo Global Colleges,Ninad,12-01-2020,13-02-2020,10-03-2020,11-04-2020,20-05-2020,11-06-2020,2,3,0,1,10,1,3 days 00:00:00.000000000,13-07-2020,69.27,73.47,5.7,5.5,3.5,5.0,14.0,5.0,5.0,4.0,14.0,5.0,5.0,5.0,15.0,5.0,4.5,5.0,14.5,5.125,4.5,4.75,14.375,No
M,KW,KuwaIT,MiddleSchool,G-07,B,IT,F,Father,36,30,20,80,No,Bad,Above-7,M,dfbefc7d-a798-45ff-b0ff-6a34eb0b771e,Admission,Jaswinder,Python,Web Enquiry,Mar-2020,M.Tech-ECE,Rayat & Bahra University,Darshana,20-01-2020,09-02-2020,11-03-2020,12-04-2020,22-05-2020,18-06-2020,10,-1,1,2,12,8,5 days 00:00:00.000000000,15-07-2020,78.65,70.91,8.2,3.5,5.0,3.5,12.0,5.5,5.5,4.5,15.5,5.5,4.5,5.0,15.0,5.0,4.5,5.5,15.0,4.875,4.875,4.625,14.375,No
F,Jordan,Jordan,lowerlevel,G-02,B,IT,F,Mum,70,88,55,40,Yes,Good,Under-7,H,e026cf02-942f-426a-aa20-370dd83316c5,Admission,Sandeep,PHP,Web Enquiry,Apr-2020,Diploma in ECE,Bhaddal group of Institutes,Nitia,21-01-2020,08-02-2020,13-03-2020,11-04-2020,14-05-2020,07-06-2020,11,-2,3,1,4,-3,2 days 00:00:00.000000000,12-07-2020,85.25,77.42,5.6,4.0,4.5,5.5,14.0,4.0,4.5,5.0,13.5,4.5,4.0,5.0,13.5,5.5,5.0,5.5,16.0,4.5,4.5,5.25,14.25,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,0,8,11,70,Yes,Good,Above-7,L,e056098a-f879-48f0-aad0-d0e4e343fa21,Admission,Jaswinder,Java,College,Jun-2020,Diploma in ECE,Bhaddal group of Institutes,Chetan,14-01-2020,15-02-2020,13-03-2020,19-04-2020,09-05-2020,21-06-2020,4,5,3,9,-1,11,5 days 00:00:00.000000000,15-07-2020,87.13,89.35,6.9,5.0,4.0,5.0,14.0,4.0,5.5,5.5,15.0,5.0,5.0,5.0,15.0,5.0,4.5,5.5,15.0,4.75,4.75,5.25,14.75,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,84,92,29,43,Yes,Good,Under-7,H,e1dd8e38-bdfe-4837-afe2-09f13354fe46,Admission,Vandana,Mean Stack,College,May-2020,Diploma in ECE,"Chandigarh University, Jhanjeri",Anantee,06-01-2020,19-02-2020,19-03-2020,27-04-2020,17-05-2020,21-06-2020,-4,9,9,17,7,11,8 days 00:00:00.000000000,18-07-2020,73.33,66.55,8.0,5.5,3.5,4.5,13.5,5.0,4.0,5.5,14.5,5.5,5.5,5.5,16.5,5.5,5.0,5.5,16.0,5.375,4.5,5.25,15.125,No
M,Iran,Iran,HighSchool,G-09,A,IT,F,Mum,15,70,37,44,Yes,Good,Under-7,M,e2359139-67e1-4324-a485-c39a14db6a99,Enquiry,,Mean Stack,College,May-2020,BCA,Government College for Girls,Ila,25-01-2020,12-02-2020,10-03-2020,10-04-2020,11-05-2020,21-06-2020,15,2,0,0,1,11,5 days 00:00:00.000000000,15-07-2020,69.63,67.5,6.5,4.5,5.0,5.0,14.5,5.0,5.5,4.0,14.5,4.0,5.0,4.0,13.0,5.5,4.5,5.5,15.5,4.75,5.0,4.625,14.375,No
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Father,22,20,18,6,No,Bad,Above-7,L,e26a9c78-c878-4995-9d23-475cd8d1b12a,Enquiry,,Digital,Phone,Jan-2020,M.Tech-CSE,Government College for Girls,Duleep,05-01-2020,08-02-2020,23-03-2020,25-04-2020,22-05-2020,19-06-2020,-5,-2,13,15,12,9,7 days 00:00:00.000000000,17-07-2020,71.15,68.41,7.2,4.5,4.0,5.0,13.5,5.0,4.5,4.0,13.5,4.0,5.5,4.0,13.5,5.5,5.5,4.5,15.5,4.75,4.875,4.375,14.0,No
F,lebanon,lebanon,MiddleSchool,G-07,A,Quran,S,Father,10,79,30,30,No,Bad,Under-7,M,e4bb66d2-8180-4622-aba1-7db93480f71f,Admission,Vandana,Python,Walk-in,Jun-2020,M.Tech-CSE,SVIET,Jagjit,23-01-2020,11-02-2020,20-03-2020,10-04-2020,13-05-2020,10-06-2020,13,1,10,0,3,0,4 days 00:00:00.000000000,14-07-2020,80.77,71.66,8.6,4.5,4.5,4.0,13.0,4.0,5.5,4.0,13.5,5.0,4.0,5.0,14.0,5.0,4.5,5.0,14.5,4.625,4.625,4.5,13.75,No
F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,95,94,72,80,No,Good,Under-7,H,e5dbba84-d79e-45d1-85c1-a3a8f4628672,Admission,Prasenjit,Android,Walk-in,Mar-2020,MCA,Goswami Ganesh Dutta Sanatan Dharma College,Ajit,22-01-2020,18-02-2020,25-03-2020,16-04-2020,14-05-2020,15-06-2020,12,8,15,6,4,5,8 days 00:00:00.000000000,18-07-2020,84.04,86.44,6.0,5.5,4.0,4.5,14.0,4.5,4.0,4.5,13.0,5.0,4.0,5.5,14.5,5.0,4.5,5.0,14.5,5.0,4.125,4.875,14.0,No
M,SaudiArabia,USA,HighSchool,G-11,B,English,S,Father,70,50,33,41,No,Bad,Above-7,M,e5f89bf6-d6fb-4543-8eae-2775419b907f,Admission,Jaswinder,Android,Phone,Jan-2020,Diploma in CSE,Post Graduate Government College for Girls,Krishna,08-01-2020,15-02-2020,09-03-2020,22-04-2020,16-05-2020,06-06-2020,-2,5,-1,12,6,-4,3 days 00:00:00.000000000,13-07-2020,80.05,67.8,5.7,4.0,3.5,4.0,11.5,5.0,5.5,5.0,15.5,4.5,5.0,5.5,15.0,4.5,4.5,5.0,14.0,4.5,4.625,4.875,14.0,No
F,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Mum,24,35,23,22,Yes,Good,Above-7,M,e633bad0-9be0-4547-977b-b418a290231e,Enquiry,,AIML,Social Media,Feb-2020,BCA,IIT Ropar,Gitika,10-01-2020,19-02-2020,08-03-2020,28-04-2020,12-05-2020,10-06-2020,0,9,-2,18,2,0,4 days 00:00:00.000000000,14-07-2020,84.53,70.41,6.3,5.0,4.5,4.0,13.5,5.5,5.0,4.5,15.0,4.5,4.5,5.0,14.0,5.5,5.5,4.5,15.5,5.125,4.875,4.5,14.5,No
M,Jordan,Jordan,MiddleSchool,G-08,A,History,S,Mum,81,84,77,85,Yes,Good,Under-7,H,e75ce186-086a-42a8-afce-24a1b43b5063,Admission,Sandeep,Java,Web Enquiry,Jun-2020,B.Tech-ECE,"Chandigarh University, Jhanjeri",Anima,14-01-2020,16-02-2020,20-03-2020,21-04-2020,18-05-2020,18-06-2020,4,6,10,11,8,8,8 days 00:00:00.000000000,18-07-2020,89.61,82.78,6.2,4.0,3.5,4.5,12.0,4.0,4.5,5.0,13.5,5.0,5.5,5.0,15.5,4.5,4.5,5.5,14.5,4.375,4.5,5.0,13.875,No
M,KW,KuwaIT,MiddleSchool,G-08,B,Arabic,S,Mum,15,90,52,83,Yes,Bad,Under-7,H,e7cb84b7-e36f-4676-93ad-fbde71061fc9,Admission,Vaishali Thakur,Android,Email,Feb-2020,B.Tech-IT,Chitkara University,Chanda,11-01-2020,18-02-2020,10-03-2020,14-04-2020,22-05-2020,08-06-2020,1,8,0,4,12,-2,4 days 00:00:00.000000000,14-07-2020,68.78,73.82,6.2,5.5,5.0,5.0,15.5,4.5,5.0,4.5,14.0,5.5,4.5,5.5,15.5,4.5,4.5,5.5,14.5,5.0,4.75,5.125,14.875,No
M,SaudiArabia,SaudiArabia,HighSchool,G-11,A,Quran,S,Father,80,80,51,59,Yes,Good,Under-7,H,e813ed1d-122b-452d-b2e0-9b0b5d033052,Admission,Bhawna Singh,Mean Stack,Web Enquiry,Jan-2020,B.Tech-IT,"Chandigarh University, Gharuan",Ganesha,08-01-2020,13-02-2020,19-03-2020,19-04-2020,15-05-2020,06-06-2020,-2,3,9,9,5,-4,3 days 00:00:00.000000000,13-07-2020,66.91,76.17,9.0,4.0,5.5,4.0,13.5,4.5,4.0,4.0,12.5,5.0,5.0,4.0,14.0,4.5,5.5,5.5,15.5,4.5,5.0,4.375,13.875,No
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,F,Father,10,18,71,38,Yes,Good,Above-7,M,e996b33c-a3ed-4059-8dc8-3b4153b4622a,Admission,Prasenjit,Java,Email,May-2020,Diploma in IT,Bhaddal group of Institutes,Girish,05-01-2020,15-02-2020,18-03-2020,20-04-2020,10-05-2020,17-06-2020,-5,5,8,10,0,7,4 days 00:00:00.000000000,14-07-2020,89.19,77.72,9.7,3.5,4.5,5.0,13.0,4.5,4.5,5.0,14.0,4.0,5.0,4.5,13.5,5.0,5.5,5.5,16.0,4.25,4.875,5.0,14.125,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Mum,72,90,12,30,No,Bad,Under-7,M,ea0be3e0-24fa-41d5-8e8c-1a81988e37dc,Admission,Vaishali Thakur,Digital,Phone,Feb-2020,M.Tech-IT,Chandigarh College of Engineering and Technology,Madhava,15-01-2020,11-02-2020,15-03-2020,10-04-2020,12-05-2020,13-06-2020,5,1,5,0,2,3,3 days 00:00:00.000000000,13-07-2020,67.09,83.14,8.5,5.0,3.5,5.0,13.5,5.0,4.0,5.5,14.5,5.0,5.5,5.5,16.0,5.0,5.0,4.5,14.5,5.0,4.5,5.125,14.625,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,12,30,0,17,No,Good,Above-7,L,ea178791-d41f-438a-a742-c3bb7d83901e,Enquiry,,Angular,Web Enquiry,Feb-2020,M.Tech-IT,Government College for Girls,Ananden,21-01-2020,12-02-2020,15-03-2020,20-04-2020,12-05-2020,10-06-2020,11,2,5,10,2,0,5 days 00:00:00.000000000,15-07-2020,67.39,77.42,7.8,4.0,3.5,5.5,13.0,4.0,4.5,4.5,13.0,4.5,5.5,5.5,15.5,5.5,5.5,4.5,15.5,4.5,4.75,5.0,14.25,No
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,80,82,76,19,Yes,Good,Under-7,M,eadbcc3d-9b29-4c92-8b6b-d8787f34e53d,Admission,Jaswinder,Python,College,May-2020,B.Tech-IT,Post Graduate Government College,Leela,06-01-2020,19-02-2020,19-03-2020,16-04-2020,14-05-2020,16-06-2020,-4,9,9,6,4,6,5 days 00:00:00.000000000,15-07-2020,67.09,88.75,7.1,5.0,5.5,4.5,15.0,5.5,4.5,5.0,15.0,5.5,5.5,5.5,16.5,5.0,5.5,4.5,15.0,5.25,5.25,4.875,15.375,No
M,KW,KuwaIT,MiddleSchool,G-08,B,Arabic,S,Father,67,31,42,14,Yes,Good,Under-7,M,eb3cde12-9f81-4f7f-baac-3a4418552e01,Admission,Bhawna Singh,Android,Email,May-2020,B.Tech-IT,Indo Global Colleges,Gopika,10-01-2020,19-02-2020,15-03-2020,14-04-2020,09-05-2020,15-06-2020,0,9,5,4,-1,5,4 days 00:00:00.000000000,14-07-2020,82.1,67.65,6.2,4.5,5.5,4.5,14.5,4.5,4.5,4.5,13.5,5.5,4.5,4.5,14.5,5.5,5.0,5.0,15.5,5.0,4.875,4.625,14.5,No
F,Jordan,lebanon,MiddleSchool,G-07,A,Quran,S,Mum,100,75,50,70,Yes,Bad,Under-7,H,eb88fc55-8f5f-43eb-9e97-9190ad327a87,Admission,Bhawna Singh,Digital,Phone,Feb-2020,Diploma in ECE,Indo Global Colleges,Minakshi,12-01-2020,10-02-2020,16-03-2020,27-04-2020,13-05-2020,08-06-2020,2,0,6,17,3,-2,4 days 00:00:00.000000000,14-07-2020,70.12,86.29,6.5,3.5,5.0,4.5,13.0,5.0,5.5,4.5,15.0,5.0,4.0,4.5,13.5,4.5,5.5,5.5,15.5,4.5,5.0,4.75,14.25,No
M,Egypt,Egypt,lowerlevel,G-04,A,Math,S,Mum,49,94,42,7,No,Bad,Above-7,M,ebc6aca2-67b4-4064-a5c4-658fab4de961,Enquiry,,Digital,Email,Feb-2020,B.Tech-IT,Government College for Girls,Naouman,05-01-2020,15-02-2020,26-03-2020,22-04-2020,11-05-2020,07-06-2020,-5,5,16,12,1,-3,4 days 00:00:00.000000000,14-07-2020,88.64,78.68,6.3,5.5,5.5,4.0,15.0,4.0,4.0,5.5,13.5,4.5,5.5,4.0,14.0,4.5,4.5,4.5,13.5,4.625,4.875,4.5,14.0,No
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Father,10,30,50,91,Yes,Bad,Above-7,L,ec2c2d6d-7fff-4933-80a2-3fbfae730db4,Admission,Ashita,Digital,College,Feb-2020,B.Tech-ECE,Post Graduate Government College for Girls,Kanda,11-01-2020,15-02-2020,26-03-2020,23-04-2020,15-05-2020,06-06-2020,1,5,16,13,5,-4,6 days 00:00:00.000000000,16-07-2020,81.86,82.99,6.5,4.5,4.0,5.5,14.0,5.5,5.5,5.0,16.0,4.5,4.5,5.0,14.0,5.0,5.5,4.5,15.0,4.875,4.875,5.0,14.75,No
F,KW,USA,HighSchool,G-11,A,Quran,S,Mum,70,80,95,70,Yes,Good,Under-7,H,ec5eec81-a925-4fdc-b50f-866eb748caad,Admission,Ashita,Angular,Web Enquiry,May-2020,B.Tech-ECE,Chandigarh College of Engineering and Technology,Nilima,22-01-2020,19-02-2020,21-03-2020,14-04-2020,16-05-2020,19-06-2020,12,9,11,4,6,9,8 days 00:00:00.000000000,18-07-2020,67.57,87.65,7.0,4.0,4.0,3.5,11.5,4.5,4.5,4.5,13.5,4.5,5.5,5.0,15.0,5.5,4.5,5.0,15.0,4.625,4.625,4.5,13.75,No
F,KW,KuwaIT,HighSchool,G-11,A,Science,F,Mum,49,70,19,75,Yes,Good,Under-7,H,ec7f1334-c90d-4173-98cd-740bc0bc3ce3,Admission,Vandana,Mean Stack,Email,Feb-2020,B.Tech-IT,Government College for Girls,Avinash,21-01-2020,14-02-2020,25-03-2020,24-04-2020,18-05-2020,16-06-2020,11,4,15,14,8,6,10 days 00:00:00.000000000,20-07-2020,82.89,67.05,8.8,4.0,5.0,5.0,14.0,4.5,5.5,4.5,14.5,4.5,5.5,4.5,14.5,4.5,4.5,5.0,14.0,4.375,5.125,4.75,14.25,No
F,lebanon,lebanon,lowerlevel,G-02,B,French,F,Mum,72,98,52,15,Yes,Good,Under-7,H,ee33010d-462e-46a1-9a7d-ef8e8fa52750,Admission,Bhawna Singh,Android,Walk-in,Jun-2020,M.Tech-IT,Rayat & Bahra University,Darshan,25-01-2020,12-02-2020,22-03-2020,21-04-2020,19-05-2020,10-06-2020,15,2,12,11,9,0,8 days 00:00:00.000000000,18-07-2020,66.67,69.06,5.7,5.5,4.5,4.5,14.5,5.5,5.0,4.0,14.5,5.0,5.0,4.5,14.5,4.5,5.5,5.0,15.0,5.125,5.0,4.5,14.625,No
F,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,F,Father,35,80,50,70,Yes,Good,Under-7,H,ee8bccb0-3b87-4b0a-b058-62bd47d1ff35,Enquiry,,Python,Web Enquiry,Apr-2020,MCA,Goswami Ganesh Dutta Sanatan Dharma College,Kaveri,24-01-2020,09-02-2020,11-03-2020,14-04-2020,12-05-2020,10-06-2020,14,-1,1,4,2,0,3 days 00:00:00.000000000,13-07-2020,82.83,69.96,5.1,4.5,5.5,4.5,14.5,4.0,5.5,4.0,13.5,4.5,5.5,4.0,14.0,4.5,4.5,4.5,13.5,4.375,5.25,4.25,13.875,No
F,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,13,82,20,30,No,Good,Under-7,H,eeab9a69-4379-476e-9380-b6aa0b57ec26,Admission,Bhawna Singh,Mean Stack,Web Enquiry,May-2020,B.Tech-IT,Chandigarh College of Architecture,Lallida,16-01-2020,10-02-2020,26-03-2020,28-04-2020,18-05-2020,19-06-2020,6,0,16,18,8,9,10 days 00:00:00.000000000,20-07-2020,93.79,78.43,7.8,5.5,5.0,4.5,15.0,5.5,5.5,4.0,15.0,4.5,4.0,5.5,14.0,5.5,4.5,5.0,15.0,5.25,4.75,4.75,14.75,No
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,72,76,66,40,Yes,Good,Above-7,L,eebb27f7-93db-4f40-9d50-60093f7d64a0,Admission,Vaishali Thakur,AIML,Web Enquiry,Mar-2020,Diploma in IT,Chitkara University,Narayan,25-01-2020,20-02-2020,18-03-2020,19-04-2020,20-05-2020,18-06-2020,15,10,8,9,10,8,10 days 00:00:00.000000000,20-07-2020,89.37,72.26,8.8,5.5,5.5,5.0,16.0,4.5,5.0,4.0,13.5,4.0,4.5,5.5,14.0,4.5,5.5,5.5,15.5,4.625,5.125,5.0,14.75,No
F,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Father,62,68,48,80,Yes,Good,Under-7,M,efe6155b-5076-4a17-bcca-498db28ef1ac,Enquiry,,Android,Email,Feb-2020,BCA,Chandigarh College of Architecture,Keshavan,23-01-2020,12-02-2020,19-03-2020,14-04-2020,18-05-2020,07-06-2020,13,2,9,4,8,-3,6 days 00:00:00.000000000,16-07-2020,79.92,66.95,7.3,4.5,5.0,3.5,13.0,5.5,4.0,4.5,14.0,5.0,5.5,5.0,15.5,5.0,5.5,5.0,15.5,5.0,5.0,4.5,14.5,No
